5,"Agnès Maltais"," Agnès Maltais (born November 7 1956 in Sault-au-Mouton Quebec) is a Quebec politician. She is the current Member of National Assembly of Quebec for the riding of Taschereau in the Quebec City region. She represents the Parti Québécois.Maltais would mostly work in the theatrical sector being a development agent for Video-Femmes and the director of the Periscope and the la Bordée theaters. She was also a member of the Conseil québécois de théâtre."
9,"Owmandan"," Owmandan (Persian: اومندان‎ also Romanized as Owmandān Umandan and Ūmandān; also known as Ma‘āf-e Omandān and Omandān) is a village in Taher Gurab Rural District in the Central District of Sowme'eh Sara County Gilan Province Iran. At the 2006 census its population was 345 in 113 families."
7,"Beach Station (Chesterfield Virginia)"," Beach Station a national historic district located near Chesterfield in Chesterfield County Virginia. The district includes six contributing buildings and one contributing site in the Village of Beach. They were all constructed about 1890 and are two single-family dwellings a post office a railway depot anoutbuilding two railroad shanties and the ruins of the former general store."
7,"Wianno Historic District"," Wianno Historic District is a historic district roughly on East Bay Road Wianno and Sea View Avenues between Nantucket Sound and Crystal Lake in Barnstable Massachusetts.The district features Colonial Revival and Shingle Style architecture. The area was added to the National Register of Historic Places in 1987."
10,"Girardinus falcatus"," Girardinus falcatus is a species of Cuban tropical fish. The common name of the species is yellow belly. The fish is pale gold and has a bright blue iris. Males are smaller than females and constantly mate."
7,"Linden (Prince Frederick Maryland)"," Linden is a historic home located at Prince Frederick Calvert County Maryland. It is a two-story frame house conservatively Italianate in style built about 1868 with conservative Colonial Revival additions of about 1907. Behind the house are ten standing outbuildings seven dating to the 19th century three of which are of log construction. It is home to the Calvert County Historical Society.It was listed on the National Register of Historic Places in 2000."
11,"Mimosa tenuiflora"," Mimosa tenuiflora syn. Mimosa hostilis (Jurema Tepezcohuite) is a perennial tree or shrub native to the northeastern region of Brazil (Paraíba Rio Grande do Norte Ceará Pernambuco Bahia) and found as far north as southern Mexico (Oaxaca and coast of Chiapas). It is most often found in lower altitudes but it can be found as high as 1000 m."
12,"Apo Kardias"," Apo Kardias (Greek: Από Καρδιάς; English: From the Heart) is the 1st official Greatest Hits compilation album by Greek recording artist Katy Garbi and 19th album overall. The album was first released as a covermount with 'Espresso' magazine on the 23 March 2013."
7,"Third Street Bethel A.M.E. Church"," Third Street Bethel A.M.E. Church is a historic African Methodist Episcopal church located in Richmond Virginia. It built in 1857 and remodeled in 1875. It is a large Victorian Gothic brick building with two-story towers flanking a central gable. The central gable and towers feature Gothic lancet windows.It was listed on the National Register of Historic Places in 1975."
13,"Atman (film)"," Atman is a 1997 documentary film by Finnish director Pirjo Honkasalo about two Indian brothers on a pilgrimage. It is the final installment of Honkasalo's Trilogy of the Sacred and the Satanic preceded by Mysterion (1991) and Tanjuska and the 7 Devils (1993). Atman received the Joris Ivens Award at the International Documentary Film Festival Amsterdam."
13,"A Maid to Order"," A Maid to Order is a 1916 American silent comedy film featuring Oliver Hardy."
3,"Ion Creangă"," Ion Creangă (Romanian pronunciation: [iˈon ˈkre̯aŋɡə]; also known as Nică al lui Ștefan a Petrei Ion Torcălău and Ioan Ștefănescu; March 1 1837 or June 10 1839 – December 31 1889) was a Moldavian-born Romanian writer raconteur and schoolteacher. A main figure in 19th century Romanian literature he is best known for his Childhood Memories volume his novellas and short stories and his many anecdotes."
6,"Libyan frigate Dat Assawari"," The Dat Assawari was a frigate operated by the Libyan Navy. The ship was built by Vosper Thornycroft in Britain. It was ordered in February 1968 and delivered in 1973. The ship's design the Vosper Mk 7 is a modified version of the Alvand class frigate built for the Iranian Navy. The ship had an extensive refit in Italy by CNR Riva Trigoso 1979-80 when new sensors and missiles (as listed in table above) were installed. A further refit was completed in 1990."
5,"Malcolm Colin Cameron"," Malcolm Colin Cameron (April 12 1831 – September 26 1898) was a businessman and lawyer in Ontario. He represented Huron South in the Canadian House of Commons from 1867 to 1875 and from 1878 to 1882 and Huron West from 1882 to 1887 1891 to 1892 and 1896 to 1898.He was born in Perth in Upper Canada in 1831. He was the son probably adopted of Malcolm Cameron. He attended Knox College in Toronto later studying law."
14,"Scarlett (Ripley novel)"," Scarlett is a novel written in 1991 by Alexandra Ripley as a sequel to Margaret Mitchell's Gone with the Wind. The book debuted on The New York Times bestsellers list but both critics and fans of the original novel found Ripley's version to be inconsistent with the literary quality of Gone with the Wind."
3,"Davey Havok"," David Paden Marchand (born November 20 1975) best known by his stage name Davey Havok is the lead vocalist of the American rock band AFI and the electronic music band Blaqk Audio.Havok is an outspoken advocate of the straight edge lifestyle and veganism."
2,"Academy of Holy Angels"," For the school in Demarest New Jersey see Academy of the Holy Angels.The Academy of Holy Angels (AHA) is a Catholic coeducational high school located in Richfield Minnesota. Located in the Roman Catholic Archdiocese of Saint Paul and Minneapolis Holy Angels educates more than 820 students each year in grades nine through twelve from around the Twin Cities metropolitan area."
12,"Cash on Delivery (album)"," C.O.D. (Cash on Delivery) is the debut album of rapper Ray Cash[citation needed]. He mentions a title called in P.A.N. which criticizes bubblegum rap. Cash insinuates that his label (Ghet-O-Vision Ent./Sony Urban Music) before the album's release showed that it doesn't know what to do with him. This can be proven since his two hits Sex Appeal and Bumpin' my Music which were released year apart. The song Bumpin' my Music and album both reflect a hardcore image of hip-hop."
11,"Isopogon fletcheri"," Isopogon fletcheri is a rare shrub species that is endemic to the Blue Mountains in New South Wales Australia.It grows up to 1.5 metres high and produces greenish-cream flowers in spring and summer.The species was first formally described by the Government Botanist of Victoria Ferdinand von Mueller in 1894 in Proceedings of the Linnean Society of New South Wales Series."
6,"Union Pacific 1982"," Union Pacific 1982 is an EMD SD70ACe locomotive owned by the Union Pacific Railroad. It is one of six SD70ACe locomotives referred to as the UP's Heritage units units painted to pay tribute to predecessor railroads acquired by Union Pacific. UP 1982 is painted in Missouri Pacific colors. The locomotive was unveiled together with number 1983 (painted in honor of Western Pacific Railroad) in a private ceremony on July 30 2005 in Omaha Nebraska after which it entered regular revenue service."
1,"Dakota Pictures"," Dakota Pictures is an American film/television production company and development company created by Director/Writer/Producer Troy Miller in 1985. Early on Miller established Dakota as a creative destination for talented writers directors and producers. It originally known as Dakota North Entertainment until 2006 when it changed to Dakota Pictures."
2,"Galston High School"," Galston High School is a public co-educational high school located in Galston a suburb in the Hills District of Sydney New South Wales Australia."
10,"Leucosyrinx badenpowelli"," Leucosyrinx badenpowelli is a species of sea snail a marine gastropod mollusk in the family Turridae the turrids."
7,"Demasson's House and Shop"," Demasson's House and Shop is situated on Stirling Terrace in Toodyay Western Australia.It was constructed in two stages. The shop was built around 1872 for Daniel Connor. By 1875 William Demasson a carpenter wheelwright from Guildford Western Australia had added a dwelling with a connecting door to the store which was at the time run by his wife. In 1886 Demasson purchased the store from Connor. Land titles show the Toodyay Road Board purchased the dwelling from Amy Twine in 1945."
7,"Getty Center"," The Getty Center in Los Angeles California is a campus of the Getty Museum and other programs of the Getty Trust. The $1.3 billion Center opened to the public on December 16 1997 and is well known for its architecture gardens and views overlooking Los Angeles. The Center sits atop a hill connected to a visitors' parking garage at the bottom of the hill by a three-car cable-pulled hovertrain funicular."
11,"Saccharum ravennae"," Saccharum ravennae with the common name Ravennagrass elephant grass and locally known as ekra ikora(ইকঁৰা) in Assamese is a species of grass in genus the Saccharum the sugarcane genus. It is native to southern Europe and western Asia and is known in North America as an introduced species where it is sometimes an invasive and troublesome noxious weed."
9,"Piłka Gmina Koszęcin"," Piłka [ˈpiu̯ka] (German Pielkau) is a village in the administrative district of Gmina Koszęcin within Lubliniec County Silesian Voivodeship in southern Poland. It lies approximately 7 kilometres (4 mi) west of Koszęcin 9 km (6 mi) south-east of Lubliniec and 45 km (28 mi) north-west of the regional capital Katowice.The village has a population of 75."
5,"Boris Kidrič"," Boris Kidrič (10 April 1912 – 11 April 1953) was one of the chief organizers of Slovene Partisans the Slovene resistance against occupation by Nazi Germany and Fascist Italy after the Axis invasion of Yugoslavia in April 1941. He became the de facto leader of the Liberation Front of the Slovenian People. As such he had a crucial role in the anti-Fascist liberation struggle in Slovenia between 1941 and 1945."
14,"Neural Computation (journal)"," Neural Computation is a peer-reviewed academic journal covering aspects of neural computation. Articles highlight problems and techniques in modeling the brain and in the design and construction of neurally-inspired information processing systems. Neural Computation was founded in 1989 and is published online and in hard copy by the MIT Press."
8,"Kom Peak"," Kom Peak (Bulgarian: връх Ком vrah Kom) or Golyam Kom (Голям Ком Big Kom) is a peak in the western Balkan Mountains located in western Bulgaria not far from the Serbian border. The peak is 2016 metres high and lies south of the town of Berkovitsa of which it is a traditional symbol."
14,"A Mão e a Luva"," A Mão e a Luva (The Hand and the Glove) is a romance novel written by Machado de Assis and published in 1874. The book is a psychological analysis of society and of false naivety"
12,"Play Nice (album)"," Play Nice is the 1999 album from Twisted Tutu: composer/vocalist/performance artist Eve Beglarian and pianist/keyboardist Kathleen Supové."
4,"Jozef Stümpel"," Jozef Stümpel (born July 20 1972) is a Slovak professional ice hockey centre currently playing for HK Nitra of the Slovak Extraliga."
7,"Queen Victoria Hospital"," The Queen Victoria Hospital located in East Grinstead West Sussex England is the specialist reconstructive surgery centre for the south east of England and also provides services at clinics across the region. It has become world famous for its pioneering burns and plastic surgery. The hospital was named after Queen Victoria."
8,"Mount Blackmore"," Mount Blackmore is located in Gallatin National Forest in the U.S. state of Montana. Bozeman is located near the East Gallatin River Gallatin County Mount Blackmore is south of the City of Bozeman in the Gallatin Range. Ferdinand Vandeveer Hayden's survey expedition of the Yellowstone area named the peak for Mary Blackmore wife of William Blackmore an English land speculator and philanthropist who accompanied the Hayden Survey."
10,"Xyletobius affinis"," Xyletobius affinis is a beetle species in the family Anobiidae."
10,"Juan Fernández Firecrown"," The Juan Fernández Firecrown (Sephanoides fernandensis) is a hummingbird found today solely on Isla Róbinson Crusoe one of a three-island archipelago belonging to Chile. It is non-migratory and shares the island with its smaller relative the Green-backed Firecrown (S. sephaniodes) which seasonally migrates to the mainland."
6,"MCI 102DL3 & D4500"," The MCI 102DL3 and MCI D4500 are identical intercity bus models manufactured by Motor Coach Industries at their plant in Pembina North Dakota USA. The 102DL3 was the original designation used from 1992 through 2001 when the name was changed to D4500. It was the first successful 45 foot coach in service and is among the most popular intercity coaches in North America."
11,"Verbesina mameana"," Verbesina mameana is a species of flowering plant in the Asteraceae family.It is found only in Ecuador.Its natural habitat is subtropical or tropical moist montane forests.It is threatened by habitat loss."
11,"Amphiblemma amoenum"," Amphiblemma amoenum is a species of plant in the Melastomataceae family. It is endemic to Cameroon. Its natural habitat is subtropical or tropical moist lowland forests. It is threatened by habitat loss."
7,"Franklin Lofts"," Franklin Lofts originally known as the Lomas & Nettleton Building is a 8-story 32 m (105 ft) building in downtown Houston Texas. The building is generally regarded as the first skyscraper in the city. The Lomas & Nettleton Building was completed in 1904 and rises 8 floors in height."
8,"Parr Reservoir"," Parr Reservoir or Parr Shoals Reservoir is an impoundment of the Broad River in Peak South Carolina. It is the last dam on the Broad River before the river reaches Columbia South Carolina and the Columbia Canal. The lake is mainly used as a holding pond of sorts as the water is pulled in and out and used to cool the turbines of a nearby nuclear power plant."
6,"GWR 3201 Class"," The 3201 or Stella Class was a class of standard gauge 2-4-0 steam locomotive designed by William Dean and built at Swindon Works for the Great Western Railway in 1884 and 1885. They were part of a standardisation scheme of Dean's whereby he designed four classes with similar boilers double frames and cylinders but of different wheel layouts."
5,"Jon Ford (politician)"," Jonathan Robert (Jon) Ford (born 11 August 1958) is an Australian politician. He has been a Labor member of the Western Australian Legislative Council since 2001 representing the Mining and Pastoral region.Ford was a minister in the governments of Geoff Gallop and Alan Carpenter. In March 2005 Ford became the Minister for Fisheries and the Minister for Kimberley Pilbara and Gascoyne."
4,"Francisco Diece de Oliveira Pereira"," Francisco Diece de Oliveira Pereira (born 17 June 1986) commonly known as Diece is a Brazilian futsal player who plays for Intelli as a Winger.On July 2013 Diece left Benfica and signed with Intelli."
12,"Genius of Modern Music: Volume 1"," Genius of Modern Music: Volume 1 is the name given to at least four different compilation albums by jazz pianist Thelonious Monk. Each version comprises some of Monk's first recordings as band leader for Blue Note recorded in 1947 (and sometimes 1948). The original LP with this title was compiled in 1951.Two different CD compilations have been given this title. Both redistribute the material from the two volumes in a very different order."
1,"American Eagle (airline brand)"," American Eagle is a brand name under which several regional airlines operate feeder flights for American Airlines. This includes American Airlines' wholly owned subsidiary Envoy Air (formerly American Eagle Airlines). They primarily connect smaller cities with American Airlines' domestic hub airports and focus cities."
7,"University Medical Center (Tucson Arizona)"," University of Arizona Medical Center (UAMC) formerly University Medical Center — Tucson is a private non-profit 487-bed acute-care hospital in Tucson Arizona. UAMC has two units: University Campus and South Campus.(Article) The name change in 2011 reflects the need to combine all the University of Arizona affiliated medical services: University Medical Center University Physicians Healthcare and the College of Medicine."
11,"Parnassia caroliniana"," Parnassia caroliniana is a species of flowering plant in the Celastraceae known by the common name Carolina grass-of-Parnassus. It is native to the southeastern United States where it occurs in North Carolina and South Carolina with a disjunct population in the Florida Panhandle.This rhizomatous perennial herb grows up to 65 centimeters tall. The basal leaves have rounded to oval blades borne on long petioles and leaves on the stem are heart-shaped and clasp the stem at their bases."
14,"The Next Fifty Years"," The Next Fifty Years: Science in the First Half of the Twenty-First Century is a 2002 collection of essays by twenty-five well-known scientists edited by Edge Foundation founder John Brockman who wrote the introduction.The essays contain speculation by the authors about the scientific and technological advances that are likely to occur in their various fields in the first half of the 21st century.The collection is divided into two parts; the twelve essays in Part One are devoted to more theoretical speculation whereas the thirteen essays in Part Two discuss the possible practical applications of scientific and technological advance.The contributing scientists are: Lee Smolin The Future of the Nature of the Universe Martin Rees Cosmological Challenges: Are We Alone and Where? Ian Stewart The Mathematics of 2050 Brian Goodwin In the Shadow of Culture Marc D. "
11,"Cardamine gouldii"," Cardamine gouldii is a plant species endemic to Bhutan. It is known only from a single specimen in the herbarium of Kew Botanic Garden in London collected in 1938 in the Bumthang District.Cardamine gouldii is a perennial herb. Middle leaves have 5 leaflets upper leaves have 3 leaflets. Petiole is 1–3 cm long slightly winged not auriculate. Leaflets are oblong to lanceolate up to 5 cm long. Flowers white with oblong petals up to 15 mm long."
2,"Bishop Montgomery High School"," Bishop Montgomery High School (commonly referred to as BMHS or simply Bishop by students) is a Catholic high school serving twenty-five parishes in the Roman Catholic Archdiocese of Los Angeles. BMHS was founded in 1957 and staffed by the Sisters of St. Joseph of Carondelet Conventual Franciscans and lay faculty. The 24-acre (97000 m2) campus is located in Torrance California in southwest Los Angeles County one mile (1.6 km) from the Pacific Ocean and the Del Amo Mall."
11,"Podocarpus archboldii"," Podocarpus archboldii is a species of conifer in the Podocarpaceae family.It is found in Indonesia and Papua New Guinea."
5,"Kim Reynolds"," Kim Reynolds (born August 4 1959) is the 47th and current Lieutenant Governor of Iowa and a former state senator from Osceola."
8,"Beaverfoot Range"," The Beaverfoot Range (51°08′N 116°38′W) is a mountain range of the Canadian Rockies located in southeastern British Columbia. The range extends from Cedared Creek near Spillimacheen north to the Kicking Horse River.This range includes the following mountains and peaks:"
8,"Buttermilk Creek (Renfrew County)"," Buttermilk Creek is a tributary of the Muskrat River in the township of Whitewater Region Renfrew County Ontario Canada."
1,"Insitu"," Insitu Inc. is an American company headquartered in Bingen Washington that builds Unmanned aerial vehicles (UAV). On July 22 2008 it was announced that Insitu would be acquired by long-time partner Boeing."
1,"Cemento Cruz Azul"," Cemento Cruz Azul is one of the most famous cement companies in Mexico. It was founded nearly a century ago.On May 22 1927 the company's workers organized the Club Deportivo Cruz Azul soccer club which has gone on to become one of the most famous association football teams in Mexico winning various national titles. The soccer team's association leads to the nickname of La Máquina Cementera or the cement locomotive."
1,"Stone Records"," Stone Records is a British independent classical record label."
11,"Stylidium glaucum"," Stylidium glaucum the Grey Triggerplant is a herbaceous plant found along the southern coast of Southwest Australia West of Albany. The plant attains a height between 0.15 to 0.65 metres. The leaves are lanceolate in form becoming pointed at the base and moderately acute at the tip. These are between 20 to 70 millimetres in length and 2 to 9 millimetres in width are hairless and have an entire margin. The trivial name of the species glaucum refers to the greyish colour of the leaves."
9,"Varkohleh"," Varkohleh (Persian: وركهله‎ also Romanized as Varkohleh; also known as Varkohleh-ye Sarqaleh) is a village in Manj Rural District Manj District Lordegan County Chaharmahal and Bakhtiari Province Iran. At the 2006 census its population was 491 in 89 families."
4,"Melanie Oudin"," Melanie Oudin (born September 23 1991 in Marietta Georgia United States) is an American tennis player and former world junior no. 2. As of Dec 2 2013 her ranking is world no. 127 in the WTA rankings. She was a member of the American Fed Cup team from 2009-2011 and winner of the U.S."
5,"Frederic Thesiger 1st Baron Chelmsford"," Frederic Thesiger 1st Baron Chelmsford PC KC FRS (25 April 1794 – 5 October 1878) was a British jurist and Conservative politician. He was twice Lord Chancellor of Great Britain."
5,"Flavio Delbono"," Flavio Delbono (born 17 September 1959) is an Italian politician and economist. He served as the mayor of Bologna from 25 June 2009 until 28 January 2010 when he was forced to resign as he was being investigated for crimes such as embezzlement fraud and aggravated abuse of office following allegations made by his former lover."
9,"Buyaqchilu"," Buyaqchilu (Persian: بوياقچي لو‎ also Romanized as Būyāqchīlū; also known as Būyāghchelū) is a village in Gerdeh Rural District in the Central District of Namin County Ardabil Province Iran. At the 2006 census its population was 76 in 21 families."
6,"CGR 0-6-0ST 1902"," The CGR 0-6-0ST of 1902 is a South African steam locomotive from the pre-Union era in the Cape Colony.In 1902 two 0-6-0 saddle-tank locomotives entered shunting service at the East London Harbour. They were taken onto the Cape Government Railways roster in 1908 and both were still in service when the South African Railways was established in 1912."
9,"Pa Qaleh Lorestan"," Pa Qaleh (Persian: پاقلعه‎ also Romanized as Pā Qal‘eh) is a village in Kakasharaf Rural District in the Central District of Khorramabad County Lorestan Province Iran. At the 2006 census its population was 119 in 28 families."
10,"Pseudotaranis hyperia"," Pseudotaranis hyperia is a species of sea snail a marine gastropod mollusk in the family Turridae the turrids."
12,"Legacy (Doc Watson album)"," Legacy is the title of a recording by American folk music and country blues artist Doc Watson released in 2002.This three-disc set includes two CDs of interviews with Watson interspersed with music. Watson discusses his upbringing and career as well as his musical roots. The third disc is a live recording of a concert recorded at the Diana Wortham Theater in Asheville NC in 2001."
3,"Yuri (Korean singer)"," Cha Hyun-ok (Korean: 차현옥; born December 24 1976) known by her stage name Yuri (Korean: 유리) is a South Korean pop singer. Debuting as a singer with Cool (쿨) she formed Girl Friends with best friend Chae Rina after the group's breakup in 2005. Yuri has since regrouped with Cool."
1,"Sport Clips"," Sport Clips (also known as SportClips) is an American-based chain of haircut salons which caters primarily to men and boys. Headquartered in Georgetown Texas the chain has over 1000 franchised stores as of January 2013.In advertising the chain touts the broadcasting of sports programming throughout the stores."
8,"Espinharas River"," The Espinharas River is a river of Paraíba and Rio Grande do Norte states in western Brazil."
6,"Curtiss-Wright CW-15"," The Curtiss-Wright CW-15 Sedan was a four-seat utility aircraft produced in small numbers in the United States in the early 1930s. It was a high-wing braced monoplane of with conventional landing gear with a fully enclosed cabin and strongly (though superficially) resembled the Travel Air 10. At the time of the CW-15's design Travel Air had recently been acquired by Curtiss-Wright."
12,"And the Weathermen Shrug Their Shoulders"," And the Weathermen Shrug Their Shoulders is the second of two albums by Dutch punk band The Ex in collaboration with avant-garde cellist Tom Cora."
10,"Aethes margaritana"," Aethes margaritana the Silver Coast Conch is a moth of the Tortricidae family. It was described by Haworth in 1811. It is found in most of Europe. The habitat consists of downland waste ground and shingle beaches.The wingspan is 12–16 mm. Adults have a silky-white groundcolour with yellow-ochreous transverse markings."
2,"North Toronto Christian School"," North Toronto Christian School (NTCS) is a non-semestered Christian school located in Toronto ON Canada."
14,"Lebanon Daily News"," Lebanon Daily News is a local daily newspaper based in Lebanon Pennsylvania. The main office is located on 718 Poplar Street. It publishes as an afternoon paper Monday through Friday and as a morning paper on Saturday and Sunday."
13,"Dubai (2001 film)"," Dubai is a 2001 Malayalam thriller film directed by Joshiy with Mammootty N. F. VargheseBiju Menonand Anjala Zaveri in the main roles. The script for the film was done by Renji Panicker. Dubai speaks about the fight of Ravi Mamman a Dubai based business tycoon against his enemies.Barring a few scenes in the beginning the film was completely shot from U. A. E.. It was considered one of the most expensive films made in Malayalam until then."
6,"ABC Robin"," The ABC Robin was a British single-seat light aircraft designed by A. A. Fletcher in 1929. It was a high-wing single seat monoplane of conventional taildragger configuration. The cockpit was fully enclosed the first light plane to be so equipped in Britain. It was designed at the request of T.A.Dennis (Managing Drector) specifically to utilise the firm's 30-40 h.p. Scorpion engine.Construction was primarily of wood with metal confined to fittings and a few highly stressed parts."
1,"Air Batumi"," Air Batumi is an airline based in Batumi Georgia with its base at Batumi International Airport."
2,"St. Columba's School Delhi"," St. Columba's School Delhi India was established in 1941 one of twelve English Medium schools of its kind conducted by the Indian Province of the Congregation of Christian Brothers which was founded by Edmund Rice a Roman Catholic missionary and educationalist. It has followed the CBSE system of education since 1991. The campus of St. Columba's School is located in the heart of Delhi and extends over several acres. The school admits only boys. Students are referred to as Columbans."
3,"Svein Gjerdåker"," Svein Gjerdåker (born 1963) is a Norwegian newspaper editor.He hails from Voss and took his education at the University of Bergen. He later worked for the Chr. Michelsen Institute and Universitetsforlaget. In 2001 he was hired as editor-in-chief of Dag og Tid.He is married to Ingvild Bryn. They have two adopted children."
3,"Sam Campbell (writer)"," Samuel Arthur Campbell was born August 1 1895 in Watseka Iroquois County Illinois. He was the youngest of two children born to Arthur J. and Katherine Kittie (née Lyman) Campbell.Sam Campbell was many things including a writer lecturer photographer and diligent student of nature. He studied wild animals from his home which he called the Sanctuary of Wegimind and during his various travels.Campbell died April 13 1962 in Barrington Illinois."
5,"Return J. Meigs Jr."," Return Jonathan Meigs Jr. (/ˈmɛɡz/; November 17 1764 – March 29 1825) was a Democratic-Republican politician from Ohio. He served as the fourth Governor of Ohio fifth United States Postmaster General and as a United States Senator."
1,"Motive NYC"," Motive NYC Llc. (More commonly referred to as Motive NYC or Motive) is a digital design marketing and branding agency with offices in New York City and Dublin Ireland. In 2009 Motive launched the Deborah Norville wellness campaign New Way RA for Johnson & Johnson Pharmaceuticals. The program was created to help severe to moderate Rheumatoid Arthritis patients by offering interviews with leading professionals on health wellness fashion nutrition and fitness."
4,"Alyaksey Baha"," Alyaksey Baha (Belarusian: Аляксей Бага; Russian: Алексей Бага; born 4 February 1981 in Borisov) is a retired Belarusian professional footballer. His latest club was Dinamo Brest. After retirement in early 2011 he returned to BATE Borisov to work as assistant coach. Belarusian Premier League champion: 2002 and 2006. Belarusian Premier League runner-up: 2000 2003 and 2004 Included 3 times in list of the best players in Belarus' championship (2002 2003 and 2004)"
1,"CozyCot"," CozyCot is a social networking website for women from East Asia and Southeast Asia (especially Singapore). It was founded by Nicole Yee in 2001 as a hobby website dedicated to Asian women. Subsequently the concept of sharing product and service information and opinions gathered a steady community turning it into a venture business."
